	ERR3470491	ERR3470495	ERR3470496	ERR3470497	ERR3470499	ERR3470501	ERR3470502	ERR3470503	ERR3470492	ERR3470493	ERR3470494	ERR3470484	ERR3470486	ERR3470487	ERR3470488	ERR3470490	ERR3470504	ERR3470505	ERR3470506	ERR3470507	ERR3470508	ERR3470510	ERR3470511	ERR3470512	ERR3470514	ERR3470515	ERR3470516	ERR3470517	ERR3470519	ERR3470520	ERR3470521	ERR3470522	ERR3470523	ERR3470524	ERR3470526	ERR3470527	ERR3470528	ERR3470529	ERR3470530	ERR3470531	ERR3470532	ERR3470535	ERR3470536
PF3D7_1114800	52	217	38	21	11	6	9	22	31	17	8	13	17	72	6	4	41	93	62	5	2	12	64	12	3	8	11	9	19	9	15	3	7	18	6	5	35	35	20	1	39	9	33
PF3D7_0520800	44	107	31	17	7	8	3	16	18	29	2	24	2	16	0	1	56	37	20	3	9	6	26	8	20	6	9	19	51	10	71	4	40	4	11	4	159	8	15	3	24	12	3
PF3D7_0805600	393	414	95	74	83	399	17	203	135	105	9	72	112	189	17	36	256	279	98	18	41	46	330	137	72	56	200	18	41	55	88	13	92	44	53	23	252	108	14	18	549	114	121
PF3D7_1320900	2	1	2	0	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0
PF3D7_1242600	34	204	28	14	3	8	5	13	12	37	2	9	2	15	2	1	25	16	8	2	7	4	46	10	3	3	6	11	8	2	7	2	12	11	2	5	89	8	6	1	54	8	12
PF3D7_0313500	85	190	26	20	10	9	13	10	24	42	3	17	1	29	3	4	24	25	16	1	7	8	90	6	11	8	9	10	22	5	38	1	44	4	6	2	165	12	4	1	67	5	11
PF3D7_1310700	19	6	4	2	6	50	3	20	16	12	1	2	3	3	4	19	22	78	7	0	0	1	4	5	0	10	11	0	2	2	0	0	0	7	1	0	0	3	2	0	3	14	2
PF3D7_1209900	18	57	1	3	1	3	2	9	13	8	2	5	0	2	4	2	29	33	9	1	2	0	8	0	1	5	2	4	11	3	5	0	6	2	7	1	8	8	11	1	1	8	0
PF3D7_1302400	53	191	73	14	26	22	4	72	57	48	3	11	33	40	9	88	48	78	80	2	0	19	35	46	4	57	16	3	5	15	4	9	3	23	13	3	24	37	20	2	22	19	111
PF3D7_1300100	34	61	6	19	3	10	3	12	9	9	2	13	0	10	3	3	13	17	7	1	2	4	7	2	5	5	4	9	12	6	15	2	33	5	3	3	23	5	3	2	8	3	8
PF3D7_1448000	270	402	170	76	41	149	21	122	169	86	11	53	35	102	14	2	153	118	107	20	29	39	177	54	62	33	100	22	44	43	106	16	85	40	21	20	232	70	25	7	232	33	114
PF3D7_0614200	131	258	92	47	16	23	21	35	43	72	1	27	2	63	7	2	68	87	34	8	2	22	127	13	13	4	34	8	14	8	29	4	17	15	13	1	63	36	9	6	156	17	39
PF3D7_MIT01700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1221900	674	498	223	103	73	158	44	298	197	135	17	185	126	204	26	67	214	135	175	12	95	45	276	210	159	105	198	123	116	79	65	9	142	61	15	30	994	63	11	12	215	202	299
PF3D7_0322900	773	2002	182	303	203	238	203	441	447	341	70	255	70	389	42	17	528	462	222	75	132	202	891	198	261	61	280	148	189	84	318	41	591	127	64	52	1410	269	34	50	1352	121	361
PF3D7_0934100	127	145	92	37	15	21	13	29	44	45	3	36	2	60	10	1	67	50	22	8	11	6	49	8	15	12	20	12	18	9	36	0	20	8	10	3	105	17	20	3	41	14	19
PF3D7_0918100	322	481	74	67	31	34	40	97	170	94	7	36	20	147	12	2	85	67	57	1	10	24	405	18	35	5	42	30	34	11	43	0	37	25	8	7	209	37	8	7	319	30	76
PF3D7_1018100	9	13	2	3	1	1	0	7	2	1	0	2	1	1	0	1	6	4	0	0	0	1	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	1
PF3D7_1019400	227	848	72	73	29	75	34	150	117	156	18	45	12	121	11	3	87	109	42	5	36	38	281	49	49	12	60	64	61	9	52	6	118	28	11	7	556	57	9	6	347	34	98
PF3D7_1211200	176	177	84	39	27	26	16	84	88	47	3	27	50	108	5	2	87	42	61	6	9	13	121	34	20	21	49	4	21	22	20	4	13	22	7	3	64	27	9	2	84	29	59
PF3D7_0518300	11	158	9	11	8	1	12	9	12	15	10	25	0	10	0	0	15	23	5	0	9	17	46	1	15	4	0	19	20	2	51	5	45	4	6	7	169	10	2	2	87	3	3
PF3D7_1023200	38	85	15	15	1	9	5	8	11	17	1	10	2	10	0	1	21	14	5	1	1	2	32	3	5	2	7	3	3	4	10	3	14	2	2	3	49	4	4	1	52	10	9
PF3D7_1222300	75	219	88	22	10	23	13	57	41	41	12	84	15	41	14	15	62	93	41	6	38	16	45	21	66	20	34	51	54	22	134	28	144	12	18	55	456	51	18	6	41	21	68
PF3D7_0518400	4	30	8	3	0	0	1	0	3	0	0	2	2	4	0	0	3	6	3	0	1	0	2	0	2	2	1	2	9	0	3	4	4	3	3	4	34	4	2	0	14	1	1
PF3D7_1009400	261	191	74	100	43	62	17	97	82	65	11	87	9	102	11	2	170	112	91	20	24	36	91	41	24	15	55	16	34	30	35	0	40	41	17	4	92	34	13	13	131	26	87
PF3D7_0630000	3	4	2	0	0	0	0	2	1	1	2	1	0	0	0	1	4	3	2	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0
PF3D7_1320100	65	193	115	27	15	42	12	46	45	64	8	19	29	58	7	14	41	57	50	6	6	44	51	32	11	24	23	16	34	17	19	6	31	20	20	7	123	53	45	5	70	13	75
PF3D7_1100700	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF3D7_1302200	10	29	21	3	2	9	4	4	4	7	0	2	0	5	0	2	14	7	10	0	0	4	3	1	0	4	5	1	3	0	3	2	1	3	6	0	4	1	3	0	8	1	3
PF3D7_1221300	9	23	3	7	0	2	1	2	2	2	0	3	1	2	0	1	18	16	6	0	0	1	3	1	2	2	3	1	1	1	1	0	1	0	2	1	3	5	3	0	4	3	0
PF3D7_0616800	11	40	7	8	3	0	1	5	8	6	0	4	0	0	0	0	15	11	8	1	8	2	6	1	5	5	0	5	12	6	9	0	1	2	6	1	18	7	4	0	16	12	2
PF3D7_1429700	48	93	24	13	6	9	8	16	23	11	5	9	1	49	0	1	28	8	18	2	4	6	40	8	11	3	7	7	13	5	10	1	13	5	5	1	46	11	4	2	36	4	2
PF3D7_1441700	4	9	1	1	0	0	0	0	1	2	0	1	0	1	0	0	2	2	3	2	0	0	2	1	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	3	1	0
PF3D7_0415300	99	127	87	35	7	18	10	43	41	37	4	30	9	43	5	13	73	58	27	3	5	13	36	9	1	14	30	4	5	14	13	1	18	16	21	1	25	21	19	3	38	14	21
PF3D7_0806800	1015	966	492	287	258	470	100	837	579	380	36	193	168	423	51	151	461	683	453	80	66	145	417	427	99	243	479	61	128	159	237	36	339	158	71	50	547	329	41	32	333	162	380
PF3D7_1119300	228	324	121	71	17	34	19	93	148	103	3	14	20	119	8	15	116	128	64	10	14	13	145	50	19	15	54	10	22	12	21	5	13	19	16	3	142	45	12	4	196	31	72
PF3D7_0222900	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	7	0	0	2	0	1	0	0	0	2	0	2	0	0	0	1	0	1	0	0	2	0	0	1	1	0
PF3D7_0105800	6	41	3	3	0	0	0	5	0	9	1	0	0	0	0	0	4	11	4	0	0	0	1	7	0	2	3	2	1	2	0	0	1	0	3	2	2	1	4	0	1	0	0
PF3D7_0526600	101	136	23	27	5	21	5	39	28	41	3	21	2	1	4	3	129	198	66	5	3	3	30	1	6	45	25	1	0	11	22	1	35	5	34	3	19	36	63	8	7	29	0
PF3D7_1423800	404	661	187	87	50	64	58	99	188	160	13	41	28	184	12	11	125	70	77	9	19	36	289	55	33	16	46	31	51	35	62	10	102	50	16	7	322	49	13	7	362	34	101
PF3D7_0822100	21	18	5	7	1	0	1	8	5	4	2	3	1	3	1	2	10	8	1	0	0	4	8	1	3	0	4	1	4	1	4	1	2	0	0	0	7	0	1	0	19	3	10
PF3D7_0924100	11	49	17	1	2	6	2	11	7	3	2	1	0	2	1	1	8	8	5	0	2	2	5	1	2	4	4	3	3	0	13	0	5	0	1	2	23	4	8	0	4	6	6
PF3D7_0918400	17	9	14	5	3	8	0	12	6	7	1	7	3	3	3	2	27	27	14	2	2	2	6	1	1	2	8	0	11	5	4	0	0	2	6	0	1	2	6	2	2	6	1
PF3D7_1441000	18	51	10	7	1	20	2	52	37	10	0	3	12	6	2	2	22	27	6	3	3	2	26	19	1	2	4	1	2	2	4	1	5	4	4	1	15	7	2	0	41	8	20
PF3D7_1015100	41	37	23	7	1	15	1	12	24	10	0	0	3	6	1	3	16	18	8	0	0	0	22	13	3	1	8	2	1	1	4	1	2	3	1	1	5	8	2	1	22	6	15
PF3D7_0322400	172	231	88	28	9	10	17	21	75	39	2	11	1	36	3	1	43	22	20	2	25	6	64	2	18	9	6	15	27	7	15	4	25	1	5	10	132	9	11	1	66	14	15
PF3D7_0507500	28	30	11	14	18	54	1	23	32	7	0	5	3	3	10	27	37	206	15	4	0	4	10	2	2	11	7	0	3	7	4	1	4	7	9	3	6	13	12	1	3	8	2
PF3D7_0521100	15	40	11	2	0	4	2	5	7	3	0	6	0	6	0	0	15	12	10	0	0	0	5	1	2	2	5	0	5	2	1	0	0	2	5	0	2	1	4	0	12	2	2
PF3D7_1254400	0	41	14	0	0	0	3	4	36	4	0	4	0	22	0	0	0	10	34	0	1	2	49	0	1	2	3	0	2	2	25	0	0	3	4	0	43	16	10	10	0	10	0
PF3D7_1107400	112	120	316	58	67	160	14	1074	290	193	17	34	36	106	24	111	392	391	745	12	8	87	32	115	2	68	106	44	38	198	40	27	14	193	57	29	75	290	94	12	20	179	523
PF3D7_0810800	9	41	13	4	2	6	0	3	3	11	1	6	1	1	2	1	13	6	12	0	20	2	2	0	24	2	5	2	7	1	20	2	36	1	3	0	116	5	5	0	5	5	1
PF3D7_0830900	2	8	15	1	1	5	3	3	1	1	1	20	1	2	3	0	3	2	1	0	7	1	0	0	11	0	0	2	14	1	13	6	0	1	0	4	65	4	2	0	0	7	1
PF3D7_1438000	470	1052	164	101	56	62	48	136	187	148	12	50	73	238	19	7	182	149	97	21	49	53	376	76	81	32	92	57	58	33	89	8	103	50	20	11	420	83	12	15	337	53	139
PF3D7_0937200	40	104	18	20	10	8	4	14	25	19	0	5	3	4	6	0	61	25	25	5	1	11	37	6	3	9	10	1	3	5	3	0	5	3	5	1	30	12	3	0	35	7	28
PF3D7_0832100	8	6	27	3	0	5	0	4	1	7	1	2	0	2	1	2	18	12	0	0	0	0	3	1	0	1	1	0	3	1	3	1	1	0	3	2	2	2	3	2	2	2	0
PF3D7_1471800	19	107	23	13	7	2	6	14	18	19	2	3	1	20	0	0	6	15	30	4	4	20	38	1	11	2	3	0	4	8	6	3	2	11	4	3	26	37	6	2	38	4	20
PF3D7_1454200	125	142	42	22	23	47	9	57	77	28	2	12	57	62	3	7	93	43	37	7	10	12	107	59	30	13	70	4	22	34	37	5	34	11	6	5	78	38	8	3	104	36	75
PF3D7_1348600	1	4	1	1	0	0	1	5	1	1	0	0	0	0	1	0	2	3	2	0	0	0	1	0	0	3	1	0	0	1	1	0	0	1	0	0	0	0	4	0	0	2	0
PF3D7_1203700	1180	1826	490	297	224	681	110	1219	803	509	27	104	593	684	73	299	1099	1410	568	81	72	136	984	1169	100	447	807	64	93	227	215	35	181	185	58	62	642	506	41	41	1458	687	654
PF3D7_1247300	114	518	54	56	15	29	16	42	71	74	15	35	6	87	14	9	51	57	30	4	19	36	99	4	26	13	24	32	100	10	59	8	67	25	9	8	180	24	11	9	145	39	19
PF3D7_1113100	267	349	101	69	37	83	16	166	151	102	4	69	104	132	13	38	184	112	73	13	16	17	238	99	44	31	100	27	56	45	60	4	45	26	10	3	142	61	15	9	300	54	131
PF3D7_0928800	7	12	0	3	1	2	1	3	1	4	1	4	0	0	0	1	12	10	2	0	0	0	4	2	6	2	0	2	5	1	1	0	4	1	4	0	6	7	6	2	2	2	1
PF3D7_0601300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1033200	13	19	8	36	21	29	5	36	6	7	15	221	4	7	7	2	27	14	5	2	88	15	23	1	129	3	8	66	21	11	104	33	8	11	3	39	567	17	6	4	37	45	4
PF3D7_0702500	50	124	128	115	95	113	25	685	36	70	69	779	48	80	11	6	181	72	179	39	394	102	192	99	551	29	405	338	205	73	359	74	485	85	16	122	3300	299	17	18	299	241	594
PF3D7_1362200	140	141	39	52	16	15	15	34	38	42	4	48	0	44	6	4	60	71	24	5	13	18	46	5	11	9	22	5	40	12	43	10	71	16	12	11	105	28	12	9	42	10	22
PF3D7_MIT00500	24	18	1	28	3	4	1	10	8	11	0	4	0	0	2	4	24	106	26	2	0	0	3	0	0	6	5	2	0	5	3	1	1	0	3	1	3	9	7	1	0	3	0
PF3D7_1113300	61	71	35	7	9	23	4	36	30	26	1	22	19	79	5	8	42	26	30	3	2	12	38	14	6	8	24	2	6	11	6	2	8	10	5	4	45	17	18	3	32	16	20
PF3D7_1138500	404	301	268	86	86	199	38	339	376	141	10	58	114	217	21	88	331	268	213	15	37	45	242	200	38	79	202	21	35	66	45	12	56	47	30	27	195	102	20	9	188	155	235
PF3D7_1421900	7	8	5	5	0	4	0	10	7	6	1	1	0	1	3	5	6	21	7	1	1	1	5	0	0	4	2	1	0	2	0	0	2	0	6	0	10	6	0	1	0	3	1
PF3D7_1421200	228	477	105	51	42	160	28	151	148	128	13	45	34	177	4	23	119	55	84	7	18	23	166	120	25	18	67	29	37	10	46	4	53	56	19	3	275	55	43	8	176	35	65
PF3D7_1443800	89	258	20	30	18	30	16	34	40	30	5	16	0	43	9	0	44	31	13	1	25	17	131	2	18	1	25	12	17	5	44	4	55	8	5	4	174	13	7	4	99	11	11
PF3D7_0100200	3	265	4	2	1	0	1	0	1	2	0	3	0	0	0	2	7	9	6	0	0	6	4	0	0	1	4	1	6	1	11	0	0	12	1	0	2	4	1	0	17	0	48
PF3D7_0406000	36	62	18	12	1	4	2	9	21	11	0	10	0	9	2	2	28	32	7	1	3	3	18	3	2	4	2	2	5	1	7	0	8	1	2	1	36	10	2	0	39	3	12
PF3D7_1408300	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0816300	32	143	13	5	2	7	9	11	11	9	1	8	0	8	1	0	22	18	13	3	2	2	17	0	6	8	5	3	11	4	13	1	2	1	11	2	12	9	8	0	30	6	0
PF3D7_1352200	85	75	45	13	12	26	7	39	45	26	0	16	32	51	2	6	37	20	16	1	3	10	71	23	12	8	43	8	15	9	20	1	21	8	1	1	57	23	8	1	79	11	29
PF3D7_1122100	1	17	1	2	0	0	0	2	0	1	0	0	0	1	0	0	3	3	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PF3D7_1320200	17	19	8	6	3	11	2	9	11	7	0	1	2	3	2	0	23	12	6	0	0	1	6	2	1	12	7	0	0	5	1	0	0	2	8	2	2	4	11	1	0	12	1
PF3D7_0508200	5	4	16	2	0	2	0	1	3	5	1	0	0	0	3	1	15	13	3	0	1	0	1	0	0	2	2	0	3	1	1	0	0	0	4	2	3	2	5	0	0	1	0
PF3D7_1121600	1026	1366	233	146	209	503	87	874	523	344	39	254	365	526	48	225	646	526	252	28	92	127	712	671	189	318	475	102	180	186	259	31	222	110	51	52	1074	228	50	34	1494	515	382
PF3D7_1231400	23	41	5	8	5	10	2	8	11	7	0	4	0	0	2	0	27	17	12	2	0	0	9	0	1	5	11	0	1	3	2	1	1	1	9	0	2	9	8	1	3	6	3
PF3D7_1216500	5	5	0	0	0	5	1	1	3	3	0	2	0	2	1	0	7	6	9	0	3	0	5	0	0	0	1	0	3	1	2	0	0	0	0	0	1	3	1	0	7	0	0
PF3D7_0532100	13338	19857	1636	4464	4772	4877	1837	7314	6888	8854	977	4831	431	7821	842	158	4269	6607	4848	691	2746	3367	10944	2186	3284	667	2474	2259	4272	1197	3241	493	6435	2554	1917	758	18530	4081	811	920	5963	1505	2904
PF3D7_1412500	188	234	114	48	31	58	21	110	83	64	16	88	4	233	18	0	164	79	81	12	41	51	48	12	62	7	17	42	79	19	105	14	86	31	25	16	407	52	48	11	53	15	20
PF3D7_1322000	19	43	7	2	2	9	2	10	7	15	1	1	4	16	6	8	21	13	13	1	1	1	5	2	0	13	3	0	3	3	1	0	4	4	3	0	1	7	15	1	5	5	6
PF3D7_1002900	3	45	4	5	4	7	4	17	10	3	0	2	2	7	0	0	2	4	2	0	0	2	11	6	2	1	3	0	0	0	7	1	6	3	0	1	15	7	0	1	28	1	13
PF3D7_1001200	2	5	1	0	0	3	0	4	0	4	0	0	5	5	0	2	1	6	3	0	1	0	4	3	0	3	1	0	0	2	0	0	0	0	1	0	2	1	1	0	0	5	1
PF3D7_1308100	23	25	19	3	3	13	1	20	17	6	0	1	5	25	2	0	12	19	17	0	0	3	6	0	1	4	6	4	9	1	6	0	1	9	2	0	15	5	4	1	3	5	2
PF3D7_0806300	48	49	25	7	1	15	2	20	9	12	0	14	1	1	1	7	68	79	23	4	2	1	16	0	3	10	6	0	1	4	4	1	3	1	15	1	3	17	13	1	2	13	0
PF3D7_1249300	131	240	35	43	20	26	17	38	58	71	3	17	8	57	5	2	62	64	28	3	11	14	138	11	13	5	26	11	16	10	35	3	54	6	11	4	104	24	9	5	70	24	27
PF3D7_1027000	13	22	8	1	4	7	1	8	6	11	1	4	1	6	1	0	16	12	13	0	0	0	5	0	1	6	4	0	1	0	1	0	2	0	3	1	45	10	6	0	0	6	1
PF3D7_0816000	169	215	59	46	36	66	18	108	110	62	11	21	18	79	9	9	119	106	33	4	22	22	208	51	20	23	78	11	18	9	69	6	35	17	10	12	98	59	8	12	275	45	77
PF3D7_0318700	7	0	1	1	2	3	0	5	1	1	0	1	1	3	0	1	3	5	0	1	0	0	1	2	0	0	1	0	0	0	0	0	1	2	4	0	0	1	2	0	0	1	0
PF3D7_0910600	3	14	1	0	1	0	1	1	0	0	0	4	0	0	2	0	2	1	0	0	0	0	7	0	1	0	0	0	0	0	2	0	1	0	1	0	6	1	2	0	5	4	0
PF3D7_0104500	24	39	12	9	2	8	3	3	7	9	1	1	1	3	0	0	6	5	6	0	4	0	24	1	2	0	2	2	5	2	4	1	5	0	0	1	8	4	9	0	20	5	2
PF3D7_1249600	19	23	25	14	2	24	3	8	1	10	1	7	0	0	3	1	16	21	7	0	0	1	10	1	2	8	6	1	1	2	5	2	3	1	8	2	13	9	8	1	13	8	0
PF3D7_0727800	123	597	176	66	28	28	37	69	97	142	12	102	15	175	24	18	91	106	159	6	29	48	140	40	41	28	22	33	109	11	95	5	111	42	31	16	405	66	22	3	161	26	113
PF3D7_0504700	9	15	1	5	3	5	1	2	7	4	0	3	0	0	2	0	25	14	9	0	0	1	2	0	0	4	1	0	1	2	0	1	4	0	5	1	2	6	4	1	5	10	0
PF3D7_0402200	45	68	37	41	26	60	4	186	31	12	0	13	6	18	4	2	78	74	135	5	3	11	25	26	3	71	141	1	1	56	0	10	6	35	16	16	6	110	46	4	12	151	392
PF3D7_0305200	212	306	100	31	15	50	15	76	110	76	6	18	22	106	14	8	76	102	50	6	10	17	188	40	28	18	44	13	19	11	23	1	27	17	9	5	87	30	26	3	70	38	51
PF3D7_0607100	4	30	0	0	0	1	28	2	3	0	0	0	3	0	0	0	4	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	9	1	0
PF3D7_1338100	43	412	57	42	16	8	33	9	24	61	9	56	2	41	7	5	35	39	9	2	12	14	85	11	46	5	10	28	68	6	72	8	110	2	14	12	311	28	18	0	155	13	10
PF3D7_0502800	31	51	9	5	1	9	0	7	13	2	0	1	0	9	2	0	9	5	3	0	0	1	28	0	2	1	3	2	1	0	5	1	4	0	0	1	21	5	0	1	26	0	3
PF3D7_0705900	6	19	5	0	2	2	4	6	8	7	1	2	3	4	0	1	10	14	8	1	0	2	5	1	2	3	4	1	3	2	1	0	2	2	1	0	10	2	3	0	8	3	2
PF3D7_1407200	6	16	5	2	1	4	0	1	7	3	0	2	2	5	0	2	5	3	2	0	2	0	10	4	4	4	2	1	3	0	1	0	1	0	1	1	13	1	0	0	5	3	2
PF3D7_0524900	82	118	47	27	14	29	10	49	46	45	10	27	12	42	5	2	75	76	43	3	6	19	67	18	14	5	24	13	28	9	32	12	21	9	10	5	96	14	15	1	74	13	33
PF3D7_1216400	431	391	63	115	71	91	48	246	234	136	12	64	86	270	19	24	209	214	160	21	21	51	352	156	58	57	161	20	46	79	92	7	92	55	32	8	229	108	25	12	374	63	234
PF3D7_1132400	13	13	8	3	0	3	0	4	3	3	0	8	0	5	0	1	14	16	6	2	3	1	0	1	6	6	2	1	3	2	10	1	12	0	4	3	66	4	9	0	1	8	0
PF3D7_0308700	11	15	11	5	3	8	1	10	5	5	1	1	1	9	2	0	11	25	7	1	1	0	2	2	0	2	2	0	3	1	2	0	2	2	9	0	1	4	0	1	2	6	1
PF3D7_1241200	134	124	42	17	9	19	11	44	50	33	2	24	12	48	3	2	55	25	29	4	11	9	72	14	23	8	23	10	15	12	37	4	27	7	7	3	75	17	13	1	64	14	32
PF3D7_0611100	3	4	3	0	0	0	0	1	1	1	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
PF3D7_1332000	12	17	18	6	1	4	2	8	10	4	2	4	1	9	1	3	12	10	7	0	1	1	6	0	3	1	3	2	3	5	8	2	5	2	1	4	14	5	3	0	7	2	9
PF3D7_1124400	95	147	29	35	13	46	8	81	56	36	5	8	7	53	8	0	69	62	24	7	13	18	130	47	11	4	36	10	18	15	29	4	22	9	9	2	71	27	4	9	139	21	53
PF3D7_0531200	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0
PF3D7_0928000	6	11	0	2	1	3	1	1	2	3	0	1	0	1	1	0	3	1	0	1	1	0	0	0	1	0	0	0	3	0	0	0	4	0	0	1	18	1	4	1	1	0	0
PF3D7_0804300	27	25	16	9	7	25	5	25	25	9	2	7	14	13	3	5	24	36	25	2	2	6	20	11	3	7	14	0	0	6	7	0	7	4	5	0	6	13	8	3	10	16	18
PF3D7_0617300	2	4	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
PF3D7_0526800	44	136	13	10	4	2	10	6	25	16	1	12	0	12	1	1	24	3	5	2	12	20	25	1	25	2	5	16	7	4	21	2	52	1	3	4	144	3	0	1	43	3	6
PF3D7_1445600	204	279	84	36	48	105	11	177	169	66	4	42	71	117	12	29	134	137	128	13	13	30	209	127	31	58	143	15	26	50	30	3	40	30	10	5	165	66	15	3	219	60	137
PF3D7_0424700	152	107	358	52	27	144	18	114	84	26	8	141	31	53	11	62	163	135	80	12	101	26	41	32	94	48	60	48	99	15	59	17	123	18	34	32	367	49	39	3	49	46	45
PF3D7_1131000	0	2	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	1	1	0	0	0	0
PF3D7_0632700	81	8	5	1	6	1	1	9	25	6	0	5	4	21	0	2	2	0	8	4	0	0	20	5	4	0	7	3	5	6	5	1	4	1	10	3	15	11	1	2	3	1	0
PF3D7_1461800	19	19	16	4	3	8	3	16	14	7	0	8	2	6	4	5	25	21	10	4	0	1	7	1	2	7	7	1	0	4	2	1	5	0	2	1	1	11	14	0	1	4	12
PF3D7_1208800	368	418	133	92	71	221	24	335	225	118	10	48	112	247	24	33	253	234	161	24	28	45	365	228	54	102	263	16	40	93	130	17	85	46	37	18	278	134	23	18	366	123	208
PF3D7_1442200	27	15	13	6	0	11	0	12	4	7	1	5	3	6	1	2	31	22	8	2	2	0	6	6	2	7	14	0	2	6	3	0	4	2	6	0	5	4	13	3	4	10	2
PF3D7_1349400	217	862	166	107	39	69	33	55	170	246	21	28	4	164	27	1	70	108	118	12	24	73	323	25	15	16	41	23	115	11	75	7	84	70	18	20	250	128	15	6	337	22	88
PF3D7_1039900	0	1	1	1	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF3D7_1018600	212	468	159	74	46	72	37	162	181	99	8	46	41	118	14	40	183	137	144	20	13	52	183	86	34	47	57	18	33	32	23	4	47	29	25	5	92	74	21	6	151	52	99
PF3D7_0111700	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF3D7_API06700	14	18	6	2	5	29	2	40	4	8	2	2	8	8	0	1	19	12	2	1	2	7	9	14	0	3	7	0	3	3	2	0	1	2	0	0	7	15	0	1	10	3	13
PF3D7_0727900	800	705	232	175	82	231	59	364	387	195	14	95	72	475	30	25	316	189	224	27	42	51	457	128	74	44	131	48	87	58	141	16	140	68	34	15	366	97	28	19	440	73	221
PF3D7_1002700	30	67	20	8	0	1	5	4	8	7	0	4	0	2	2	0	22	3	8	3	5	2	11	0	12	0	5	5	24	3	24	1	29	2	2	1	53	2	7	0	35	3	2
PF3D7_1124600	13	22	11	3	3	16	4	18	12	11	1	6	5	3	8	6	33	47	7	0	1	1	6	1	6	4	5	0	6	3	9	2	32	6	3	4	24	14	8	1	12	8	2
PF3D7_0701900	1033	402	595	272	130	378	33	282	813	228	2	16	118	262	59	1082	1321	520	452	9	45	28	268	431	12	179	124	6	14	182	13	4	6	88	38	16	12	109	20	8	174	510	481
PF3D7_1424700	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
PF3D7_0903700	19	21	8	2	1	5	1	10	5	10	2	6	0	1	1	2	15	23	11	4	0	2	5	1	1	1	4	0	3	3	4	0	4	2	6	2	3	5	9	0	1	1	0
PF3D7_0417600	16	47	2	7	0	7	2	6	7	6	0	8	1	0	1	0	28	31	12	2	0	2	6	1	0	8	4	0	0	1	0	0	2	1	3	0	2	8	12	0	3	7	0
PF3D7_1418100	38	70	24	21	2	8	4	14	14	10	2	5	0	6	5	3	34	32	15	4	1	3	10	0	2	8	7	1	19	8	8	1	5	3	13	2	19	11	12	1	9	11	2
PF3D7_0628100	245	255	394	57	65	109	13	132	123	85	10	62	5	5	56	37	314	505	146	23	7	20	45	8	7	64	41	2	44	41	41	5	35	10	65	10	8	54	123	9	15	97	8
PF3D7_1309300	743	1168	386	236	140	205	69	382	390	306	19	55	24	342	30	54	312	488	296	29	52	77	610	88	74	76	252	44	98	50	113	13	123	84	40	15	523	134	12	13	630	107	313
PF3D7_0900700	36	247	44	0	7	2	0	3	2	0	0	3	2	7	1	0	20	25	10	1	3	3	1	2	0	3	0	2	3	5	1	0	0	7	3	0	9	1	0	0	4	3	263
